Date,Stars,Helpful Votes
July/3/2018,1.0,0
November/3/2015,2.0,0
April/5/2013,4.0,0
November/4/2011,5.0,0
December/27/2015,1.0,0
April/18/2014,3.0,0
June/14/2017,5.0,0
April/15/2013,5.0,0
December/6/2015,5.0,0
March/3/2016,5.0,0
February/8/2015,5.0,0
October/27/2014,4.0,0
November/24/2014,5.0,0
February/7/2017,5.0,0
November/13/2013,5.0,0
June/15/2016,5.0,0
December/7/2017,3.0,0
April/17/2013,3.0,0
June/12/2014,4.0,0
April/2/2015,5.0,0
August/14/2016,5.0,0
September/21/2015,5.0,0
September/3/2013,1.0,0
November/3/2015,5.0,0
September/25/2015,4.0,0
November/29/2014,4.0,0
February/13/2015,5.0,0
August/15/2015,5.0,0
September/6/2017,4.0,0
March/7/2014,4.0,0
May/7/2014,5.0,0
August/9/2013,5.0,0
February/14/2015,4.0,0
May/31/2016,5.0,0
March/10/2014,4.0,0
April/10/2017,5.0,0
February/29/2016,5.0,0
January/5/2016,2.0,0
January/15/2017,5.0,0
June/16/2012,4.0,0
June/27/2016,5.0,0
August/27/2018,5.0,0
September/5/2014,3.0,0
December/12/2015,2.0,0
March/22/2015,5.0,0
March/6/2016,4.0,0
October/4/2016,5.0,0
March/11/2013,5.0,0
October/11/2014,4.0,0
January/24/2016,5.0,0
July/4/2018,3.0,0
October/25/2017,5.0,0
November/29/2015,4.0,0
March/7/2016,5.0,0
June/22/2015,4.0,0
August/12/2018,5.0,0
November/26/2015,5.0,0
January/28/2017,5.0,0
December/23/2017,2.0,0
April/21/2016,5.0,0
October/29/2016,5.0,0
October/11/2015,5.0,0
October/5/2015,5.0,0
January/7/2016,4.0,0
November/3/2015,3.0,0
July/9/2017,2.0,0
April/20/2011,4.0,0
August/1/2017,5.0,0
June/27/2015,4.0,0
October/13/2015,4.0,0
June/13/2014,5.0,0
June/26/2016,5.0,0
February/3/2017,5.0,0
January/5/2016,5.0,0
December/29/2016,4.0,0
November/23/2013,5.0,0
April/20/2016,1.0,0
October/15/2015,5.0,0
March/2/2016,3.0,0
December/29/2016,5.0,0
May/22/2015,2.0,0
September/6/2015,4.0,0
March/20/2015,2.0,0
November/28/2013,5.0,0
May/13/2016,5.0,0
May/15/2018,5.0,0
July/11/2017,5.0,0
February/3/2016,4.0,0
March/19/2017,5.0,0
November/21/2014,4.0,0
May/4/2014,4.0,0
April/24/2014,5.0,0
October/29/2017,5.0,0
October/8/2015,1.0,0
April/13/2018,5.0,0
August/19/2013,5.0,0
June/25/2013,5.0,0
January/1/2017,4.0,0
November/24/2014,5.0,0
March/22/2016,5.0,0
November/24/2013,3.0,0
March/14/2016,3.0,0
March/21/2018,5.0,0
July/24/2015,5.0,0
January/12/2016,3.0,0
January/6/2013,5.0,0
April/13/2015,5.0,0
February/24/2015,4.0,0
September/1/2015,5.0,0
September/14/2015,5.0,0
July/18/2013,5.0,0
September/18/2017,5.0,0
September/25/2018,5.0,0
November/14/2017,5.0,0
January/8/2013,5.0,0
February/7/2017,4.0,0
September/29/2015,5.0,0
May/24/2015,3.0,0
August/29/2015,5.0,0
August/19/2015,5.0,0
September/7/2013,5.0,0
September/13/2017,5.0,0
February/18/2010,5.0,0
December/20/2013,5.0,0
March/24/2015,5.0,0
May/8/2012,5.0,0
February/21/2016,5.0,0
March/29/2013,5.0,0
August/6/2015,5.0,0
November/9/2012,5.0,0
December/21/2014,5.0,0
July/11/2015,4.0,0
June/12/2015,4.0,0
November/18/2015,2.0,0
July/31/2015,5.0,0
February/27/2017,5.0,0
April/21/2016,5.0,0
May/4/2015,5.0,0
November/3/2015,1.0,0
October/14/2015,5.0,0
December/16/2013,4.0,0
April/29/2014,5.0,0
October/7/2015,3.0,0
July/27/2016,1.0,0
April/16/2014,5.0,0
June/21/2017,5.0,0
November/23/2016,5.0,0
September/11/2015,5.0,0
March/9/2015,1.0,0
April/19/2018,1.0,0
November/7/2016,5.0,0
August/19/2018,5.0,0
December/29/2012,5.0,0
September/6/2015,1.0,0
February/17/2016,5.0,0
July/14/2016,2.0,0
October/27/2015,5.0,0
February/6/2017,2.0,0
January/3/2016,3.0,0
October/26/2015,5.0,0
September/27/2014,2.0,0
October/12/2015,5.0,0
July/26/2014,5.0,0
September/2/2013,5.0,0
July/28/2013,5.0,0
July/1/2018,5.0,0
January/25/2016,2.0,0
January/4/2016,5.0,0
May/30/2015,3.0,0
January/10/2017,5.0,0
September/4/2015,5.0,0
May/31/2015,5.0,0
June/26/2011,4.0,0
August/25/2014,5.0,0
June/5/2014,5.0,0
August/29/2014,4.0,0
May/14/2015,4.0,0
February/25/2017,5.0,0
May/19/2014,3.0,0
March/22/2018,5.0,0
December/12/2016,3.0,0
April/21/2015,4.0,0
May/26/2015,5.0,0
November/6/2015,5.0,0
June/14/2013,4.0,0
December/25/2017,1.0,0
October/20/2015,5.0,0
December/6/2016,5.0,0
March/19/2015,5.0,0
June/1/2015,4.0,0
December/21/2015,5.0,0
February/19/2012,1.0,0
June/13/2013,4.0,0
January/1/2013,4.0,0
November/5/2013,4.0,0
June/28/2016,4.0,0
October/20/2015,2.0,0
September/3/2015,5.0,0
January/8/2017,5.0,0
January/21/2017,5.0,0
June/5/2018,3.0,0
January/30/2017,5.0,0
March/15/2014,2.0,0
August/22/2013,4.0,0
July/3/2018,5.0,0
April/16/2016,4.0,0
February/12/2015,3.0,0
April/6/2014,3.0,0
September/1/2016,4.0,0
March/4/2014,4.0,0
January/11/2015,4.0,0
December/26/2012,5.0,0
December/23/2014,1.0,0
August/11/2015,1.0,0
January/24/2013,5.0,0
December/18/2014,4.0,0
November/21/2014,4.0,0
May/7/2015,5.0,0
September/3/2015,3.0,0
August/17/2011,2.0,0
June/14/2015,3.0,0
June/23/2017,5.0,0
April/12/2016,3.0,0
May/16/2016,5.0,0
August/21/2015,4.0,0
April/1/2013,5.0,0
July/15/2017,5.0,0
January/2/2013,4.0,0
November/18/2015,4.0,0
July/1/2013,4.0,0
August/20/2017,5.0,0
August/7/2017,5.0,0
June/2/2016,5.0,0
June/22/2018,5.0,0
August/12/2018,5.0,0
September/25/2015,1.0,0
December/7/2016,1.0,0
September/7/2018,5.0,0
November/30/2012,5.0,0
June/5/2013,5.0,0
May/25/2015,5.0,0
May/9/2011,2.0,0
February/6/2014,4.0,0
May/3/2013,5.0,0
May/23/2015,5.0,0
December/2/2014,5.0,0
August/18/2018,5.0,0
July/13/2017,5.0,0
August/31/2015,5.0,0
April/1/2014,1.0,0
October/10/2016,5.0,0
July/30/2015,5.0,0
February/24/2015,1.0,0
December/28/2013,3.0,0
January/15/2015,5.0,0
August/5/2015,4.0,0
August/3/2013,5.0,0
December/18/2012,5.0,0
April/13/2015,4.0,0
April/29/2015,4.0,0
May/24/2017,5.0,0
July/27/2015,4.0,0
August/1/2016,5.0,0
September/8/2015,5.0,0
August/14/2017,5.0,0
February/23/2015,4.0,0
June/1/2015,5.0,0
October/28/2014,4.0,0
March/29/2016,5.0,0
July/28/2013,5.0,0
July/8/2015,3.0,0
May/12/2016,2.0,0
March/15/2016,2.0,0
December/3/2014,4.0,0
January/16/2014,5.0,0
December/6/2011,4.0,0
February/4/2016,4.0,0
January/8/2012,5.0,0
May/26/2015,4.0,0
September/21/2016,5.0,0
April/28/2014,5.0,0
July/27/2014,1.0,0
June/15/2016,1.0,0
April/26/2016,5.0,0
August/15/2014,3.0,0
September/20/2016,5.0,0
September/24/2015,5.0,0
May/8/2015,2.0,0
March/6/2015,5.0,0
January/10/2013,5.0,0
July/2/2018,2.0,0
May/2/2013,5.0,0
April/13/2016,1.0,0
June/19/2013,5.0,0
September/9/2010,4.0,0
February/10/2017,5.0,0
May/24/2015,5.0,0
March/17/2016,2.0,0
July/20/2016,5.0,0
May/16/2017,3.0,0
January/27/2016,5.0,0
February/23/2013,4.0,0
November/9/2016,4.0,0
December/31/2015,5.0,0
November/23/2013,5.0,0
April/27/2015,3.0,0
December/7/2016,5.0,0
February/5/2017,5.0,0
November/30/2016,3.0,0
October/4/2014,5.0,0
July/21/2018,5.0,0
January/29/2016,5.0,0
May/30/2016,5.0,0
February/21/2016,5.0,0
February/8/2015,1.0,0
November/22/2014,5.0,0
April/19/2015,4.0,0
March/31/2014,5.0,0
December/27/2013,3.0,0
September/6/2015,1.0,0
July/27/2012,4.0,0
January/18/2017,3.0,0
April/26/2016,5.0,0
November/30/2014,5.0,0
December/13/2014,4.0,0
September/10/2018,5.0,0
May/6/2011,5.0,0
February/15/2016,5.0,0
December/1/2014,4.0,0
February/2/2015,5.0,0
May/1/2017,5.0,0
June/18/2015,3.0,0
August/13/2010,4.0,0
June/28/2011,5.0,0
February/7/2015,4.0,0
November/28/2016,5.0,0
December/1/2012,5.0,0
December/10/2014,1.0,0
July/11/2017,5.0,0
June/21/2018,5.0,0
March/22/2015,5.0,0
December/10/2016,5.0,0
December/2/2015,4.0,0
June/3/2015,5.0,0
January/15/2014,5.0,0
April/5/2016,1.0,0
November/25/2015,5.0,0
December/26/2014,5.0,0
October/17/2016,5.0,0
September/3/2016,4.0,0
December/23/2016,5.0,0
August/29/2015,4.0,0
September/28/2013,2.0,0
July/7/2015,5.0,0
January/30/2017,1.0,0
January/8/2013,5.0,0
December/31/2016,1.0,0
May/22/2016,4.0,0
July/20/2017,5.0,0
September/18/2013,5.0,0
July/22/2015,1.0,0
March/6/2014,1.0,0
July/28/2015,5.0,0
July/6/2017,5.0,0
June/8/2015,4.0,0
June/24/2017,5.0,0
July/26/2014,5.0,0
May/19/2017,5.0,0
October/16/2015,2.0,0
September/17/2015,5.0,0
March/29/2008,5.0,0
July/30/2015,3.0,0
September/10/2014,4.0,0
November/5/2015,3.0,0
March/12/2015,2.0,0
September/3/2017,5.0,0
April/11/2016,1.0,0
January/1/2015,2.0,0
January/31/2016,3.0,0
November/4/2015,5.0,0
April/23/2016,5.0,0
July/19/2018,5.0,0
November/23/2017,5.0,0
January/22/2016,5.0,0
August/6/2015,4.0,0
April/3/2015,3.0,0
December/8/2016,5.0,0
August/20/2013,3.0,0
December/11/2016,5.0,0
December/15/2015,5.0,0
October/11/2014,5.0,0
June/13/2014,5.0,0
June/18/2016,5.0,0
September/21/2014,5.0,0
May/5/2015,5.0,0
June/27/2016,3.0,0
March/16/2015,2.0,0
March/29/2013,5.0,0
June/6/2014,5.0,0
October/22/2015,1.0,0
February/14/2014,5.0,0
March/8/2015,3.0,0
September/10/2014,4.0,0
September/15/2014,3.0,0
March/18/2018,1.0,0
March/24/2014,5.0,0
August/15/2016,5.0,0
April/26/2017,5.0,0
September/16/2015,5.0,0
January/7/2014,1.0,0
December/6/2012,4.0,0
May/22/2014,5.0,0
April/15/2017,2.0,0
April/27/2009,5.0,0
March/28/2014,5.0,0
January/20/2017,5.0,0
April/22/2017,4.0,0
August/22/2010,4.0,0
June/17/2014,5.0,0
October/29/2013,2.0,0
November/12/2014,3.0,0
December/31/2014,2.0,0
May/30/2016,2.0,0
August/5/2013,4.0,0
January/10/2017,5.0,0
March/30/2015,4.0,0
September/11/2014,5.0,0
January/16/2016,4.0,0
August/18/2017,3.0,0
January/21/2015,5.0,0
November/29/2016,3.0,0
July/12/2013,5.0,0
October/27/2015,4.0,0
March/13/2018,5.0,0
November/12/2014,5.0,0
February/5/2010,5.0,0
April/2/2015,4.0,0
October/20/2016,4.0,0
May/14/2015,5.0,0
September/27/2017,5.0,0
December/10/2014,5.0,0
August/31/2013,1.0,0
July/10/2014,5.0,0
February/19/2015,5.0,0
March/4/2015,5.0,0
June/26/2009,4.0,0
July/16/2012,3.0,0
January/27/2016,5.0,0
April/11/2018,5.0,0
August/22/2013,3.0,0
December/22/2016,5.0,0
January/7/2016,1.0,0
August/7/2014,5.0,0
May/1/2016,1.0,0
October/16/2017,5.0,0
January/7/2013,4.0,0
October/22/2014,5.0,0
March/30/2014,1.0,0
June/3/2015,5.0,0
December/13/2016,4.0,0
October/7/2017,5.0,0
March/22/2016,2.0,0
February/3/2017,5.0,0
September/10/2017,5.0,0
January/3/2017,5.0,0
July/23/2015,4.0,0
December/4/2014,5.0,0
February/13/2017,5.0,0
August/18/2016,1.0,0
November/14/2016,4.0,0
September/26/2017,2.0,0
September/14/2015,4.0,0
January/22/2015,1.0,0
April/26/2017,5.0,0
March/26/2013,5.0,0
May/20/2013,5.0,0
August/18/2014,5.0,0
October/18/2014,5.0,0
April/27/2015,4.0,0
May/22/2015,4.0,0
September/8/2017,5.0,0
January/10/2017,5.0,0
November/18/2012,5.0,0
August/26/2014,5.0,0
December/12/2015,5.0,0
August/18/2014,5.0,0
August/26/2012,5.0,0
September/17/2013,4.0,0
December/8/2014,4.0,0
October/21/2014,5.0,0
August/22/2016,5.0,0
May/27/2013,5.0,0
June/28/2017,5.0,0
July/8/2014,4.0,0
September/18/2016,5.0,0
January/12/2015,5.0,0
April/19/2017,4.0,0
May/23/2014,5.0,0
July/12/2015,5.0,0
September/19/2013,5.0,0
January/30/2013,5.0,0
November/11/2016,5.0,0
February/1/2014,5.0,0
June/5/2016,5.0,0
December/9/2017,4.0,0
April/13/2011,4.0,0
July/22/2014,5.0,0
January/19/2016,4.0,0
September/16/2015,4.0,0
January/21/2017,5.0,0
June/9/2014,5.0,0
September/22/2015,5.0,0
April/9/2015,5.0,0
May/27/2015,5.0,0
November/13/2014,2.0,0
April/8/2014,4.0,0
February/9/2015,4.0,0
October/14/2015,5.0,0
March/7/2017,5.0,0
October/1/2017,1.0,0
May/10/2013,4.0,0
January/17/2013,5.0,0
September/17/2014,5.0,0
October/15/2015,2.0,0
September/5/2013,2.0,0
January/19/2016,5.0,0
May/19/2016,5.0,0
January/8/2014,5.0,0
September/17/2015,5.0,0
April/28/2016,5.0,0
March/23/2017,5.0,0
November/18/2015,5.0,0
October/21/2015,4.0,0
February/5/2015,4.0,0
September/8/2017,5.0,0
May/30/2017,5.0,0
September/29/2013,5.0,0
September/29/2013,4.0,0
January/15/2016,5.0,0
March/16/2016,5.0,0
June/14/2017,5.0,0
October/13/2014,5.0,0
October/10/2017,5.0,0
December/28/2015,4.0,0
November/17/2016,5.0,0
July/16/2012,1.0,0
April/27/2016,2.0,0
March/4/2015,1.0,0
May/24/2015,4.0,0
April/25/2016,3.0,0
December/25/2016,5.0,0
March/6/2013,2.0,0
July/11/2016,5.0,0
February/21/2015,5.0,0
April/4/2017,5.0,0
September/2/2014,5.0,0
June/17/2013,4.0,0
December/15/2015,5.0,0
October/19/2015,5.0,0
January/27/2015,5.0,0
July/7/2014,5.0,0
December/19/2012,5.0,0
May/21/2014,5.0,0
May/5/2016,5.0,0
February/20/2014,2.0,0
September/26/2010,5.0,0
July/22/2016,5.0,0
June/22/2015,3.0,0
February/26/2013,5.0,0
December/8/2015,5.0,0
November/17/2014,5.0,0
May/26/2014,4.0,0
February/27/2015,5.0,0
July/26/2013,5.0,0
June/29/2017,5.0,0
August/29/2016,4.0,0
June/5/2014,5.0,0
August/12/2015,3.0,0
December/23/2013,5.0,0
July/25/2013,5.0,0
December/1/2015,4.0,0
January/15/2013,5.0,0
March/16/2018,1.0,0
December/29/2015,5.0,0
December/1/2016,4.0,0
February/4/2016,5.0,0
October/21/2015,2.0,0
September/2/2017,5.0,0
May/15/2015,5.0,0
May/3/2015,4.0,0
September/10/2015,5.0,0
January/3/2016,2.0,0
October/20/2015,5.0,0
September/12/2013,5.0,0
November/13/2012,5.0,0
December/12/2012,3.0,0
November/22/2015,5.0,0
October/9/2013,1.0,0
September/15/2016,4.0,0
September/28/2017,4.0,0
July/21/2016,5.0,0
September/18/2012,5.0,0
April/4/2016,4.0,0
May/23/2014,5.0,0
June/25/2014,5.0,0
April/28/2016,5.0,0
March/19/2016,5.0,0
January/3/2013,5.0,0
January/7/2014,5.0,0
June/29/2016,4.0,0
June/23/2015,4.0,0
May/2/2012,5.0,0
April/25/2016,2.0,0
August/9/2014,5.0,0
March/11/2014,5.0,0
February/23/2014,4.0,0
February/12/2016,5.0,0
June/24/2013,4.0,0
November/22/2015,5.0,0
June/24/2015,5.0,0
June/25/2016,5.0,0
July/2/2015,2.0,0
May/28/2015,5.0,0
December/31/2015,5.0,0
March/1/2015,5.0,0
February/18/2015,1.0,0
October/11/2015,1.0,0
August/12/2013,5.0,0
March/14/2016,5.0,0
February/1/2015,5.0,0
July/15/2015,5.0,0
April/25/2012,3.0,0
June/8/2016,3.0,0
May/20/2013,5.0,0
April/22/2017,5.0,0
February/10/2015,5.0,0
July/22/2013,5.0,0
March/5/2016,3.0,0
April/13/2015,4.0,0
July/27/2012,5.0,0
March/2/2014,4.0,0
May/21/2014,1.0,0
December/22/2015,4.0,0
August/14/2015,5.0,0
May/3/2016,1.0,0
April/13/2016,1.0,0
September/29/2015,5.0,0
July/6/2016,5.0,0
April/27/2015,4.0,0
August/14/2016,5.0,0
February/18/2015,5.0,0
September/2/2015,3.0,0
October/7/2011,5.0,0
May/29/2017,5.0,0
January/15/2016,3.0,0
May/23/2012,2.0,0
August/13/2016,5.0,0
July/19/2017,5.0,0
October/8/2014,5.0,0
May/5/2013,4.0,0
May/16/2012,5.0,0
June/10/2009,5.0,0
May/19/2016,3.0,0
September/1/2017,5.0,0
April/7/2014,3.0,0
November/21/2014,5.0,0
May/5/2014,4.0,0
March/16/2014,5.0,0
December/20/2014,5.0,0
April/13/2016,5.0,0
June/10/2017,5.0,0
December/11/2012,4.0,0
March/31/2015,4.0,0
March/19/2017,5.0,0
November/30/2014,5.0,0
December/15/2015,5.0,0
March/27/2016,5.0,0
October/31/2013,5.0,0
March/11/2013,5.0,0
February/7/2017,5.0,0
April/2/2016,5.0,0
June/4/2013,5.0,0
February/19/2015,5.0,0
February/17/2014,4.0,0
November/10/2015,5.0,0
August/17/2015,5.0,0
November/19/2014,3.0,0
March/13/2017,4.0,0
February/7/2010,5.0,0
October/22/2013,5.0,0
October/17/2015,5.0,0
June/17/2016,1.0,0
February/21/2014,4.0,0
February/20/2016,3.0,0
October/24/2012,5.0,0
February/16/2016,4.0,0
December/17/2009,2.0,0
March/18/2016,5.0,0
July/31/2016,4.0,0
May/25/2015,5.0,0
April/7/2016,2.0,0
April/26/2010,3.0,0
February/11/2014,5.0,0
May/17/2013,5.0,0
May/20/2016,4.0,0
February/27/2015,5.0,0
September/9/2015,5.0,0
February/16/2013,5.0,0
August/20/2014,5.0,0
July/16/2014,4.0,0
June/7/2016,5.0,0
November/5/2016,5.0,0
May/14/2017,5.0,0
September/27/2015,5.0,0
March/3/2015,4.0,0
November/13/2015,4.0,0
October/21/2015,5.0,0
September/20/2013,5.0,0
September/4/2013,1.0,0
December/17/2016,5.0,0
October/23/2013,5.0,0
October/12/2013,5.0,0
June/20/2016,5.0,0
October/5/2015,5.0,0
December/16/2016,5.0,0
September/20/2016,5.0,0
May/2/2010,5.0,0
February/2/2016,5.0,0
February/24/2015,4.0,0
October/13/2015,5.0,0
June/30/2014,3.0,0
January/27/2017,5.0,0
April/17/2014,5.0,0
November/9/2014,4.0,0
April/10/2015,2.0,0
October/16/2015,3.0,0
August/12/2016,4.0,0
January/22/2014,5.0,0
February/9/2015,5.0,0
April/28/2014,5.0,0
February/14/2016,3.0,0
December/23/2016,2.0,0
January/25/2013,5.0,0
May/28/2015,4.0,0
